question_concept_id,question_text,question_type,secondary_source_concept_id,source_question_concept_id
278164536,"10-Seasonal Apartment, suite, unit, building, etc.",,716117817,778711683
278277373,How many months did you breastfeed?,,745268907,
278539982,Autogenerated date/time eligible to request a baseline home mouthwash kit,,266600170,
279026426,Bicycle commute to school,,716117817,404863614
279637054,Please identify the occupation category that best describes this job. - longest held,Self Populates Outside of Quest,726699695,
280021666,Re-Invitation Campaign Type,,883203566,
280877371,7-Previous City - Follow-up,,716117817,864213677
280957170,Caribbean,Optional Select All that Apply,726699695,976808005
281136649,Dates of treatment - start year,,242103797,
281351288,"Standard error of t-score for anxiety, PROMIS-29",,601305072,
281494550,How many infants were delivered?,,745268907,
282089547,9-Previous City,,716117817,171937884
282326355,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 7th Address:,Optional Multiple Choice,716117817,
283025574,Cervical,Optional Select All that Apply,726699695,814510313
283112988,Appetite changes - Since beginning of 2020,Grid with Multiple Choice Sub-Questions,299215535,813989715
283265038,Sigmoidoscopy. Also known as flexible sigmoidoscopy. You were awake and not given medicine to make you sleepy. A healthcare provider used a short tube-like instrument to examine the lower part of your colon and check for cancer or other problems. You were probably able to drive yourself home.,Select All That Apply,369168474,365148290
283634623,Have you ever seen a doctor or other health professional for severe or ongoing acne?,Optional Multiple Choice,726699695,
283652434,Disease prevention,,745268907,643807999
283776061,Conjunctivitis (pink eye),"Optional Select All that Apply, Loops",299215535,705336878
283900560,1-Previous State/Province,,716117817,574985342
283900611,Deviation - Mislabeled- Resolved,,299553921,248868659
284545617,"In a usual week, about how often do you use tap water from your home to make any other beverages or soup? We are interested in all tap water, whether or not it has been filtered or treated.",,716117817,364303962
284547539,Childhood street number,,716117817,632533534
284580415,Alternative address line 1,Multiple Text Boxes,569151507,532931946
284856542,"Salty snacks (e.g., chips, pretzels) (1 small bag or 1 oz)",Nested,515124081,916948380
285130077,Video,,214456996,142654897
285488731,I do not want my information shared with other researchers- Refusal,,861315814,
285545471,"In a usual week, about how often do you drink tap water from your home? We are interested in all tap water, whether or not it has been filtered or treated.",,716117817,285545471
285968511,"Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,716117817,494698740
285995100,Celiac Disease (also known as Gluten-Sensitive Enteropathy),Optional Select All that Apply,726699695,180961306
286149234,Alternate contact mobile phone,Multiple Text Boxes,332759827,285718391
286191859,Autogenerated date/time stamp for Start of mouthwash survey,,390351864,
286382158,"Seasonal Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,716117817,541565665
286598574,"When you were a daily smoker, how many pipe fills of tobacco did you smoke per day?",,965707586,
286781627,Childhood Zip code,,716117817,632533534
287715042,"Now thinking about your entire life, did you ever smoke cigars, cigarillos, or little filtered cigars every day?",,965707586,
288079668,Japanese,Optional Select All that Apply,726699695,525535977
288387838,Bag/Container/Thing 26,,948781977,
288498031,1-Previous City - Follow-up,,716117817,444145120
288972510,Uninvited recruits that have been added to the data frame or made active by mistake,,883203566,
289239334,Collection Cup Leaked - Partial Sample Loss - Home Collections,,377669767,633640710
289302451,"Walking- Thinking about the one-way trip from [insert address from CURWORK1 - CURWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,716117817,786253125
289322354,Material Thawed,,775188224,238268405
289664241,Gender - Do you think of yourself as:,Optional Multiple Choice with Text Box (text in text box),726699695,289664241
289750687,Eligible for menstrual cycle survey,,912367929,
290126991,How many days per cycle did you use this other type of combined estrogen plus progestin prescription hormones?,,745268907,
290370013,8-Previous State/Province,,716117817,537011756
290969423,"Current Review 1- Within the past 20 years (that is, since [insert number calculated from CURRENT YEAR - 20]), have you lived anywhere else for at least two years ?",,716117817,
291458877,"Motorcycle- Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",,716117817,219317801
291707744,"How old were you when you first used estrogen-only skin gel, cream, or spray-on medication?",,745268907,
291959537,Is your current job the longest job you have had in the past 20 years?,Optional Multiple Choice,716117817,
292314539,Which of these best describes the type of prostate removal surgery that you had? - CSH,,369168474,
292658699,When was the last time you took ibuprofen?,,745268907,
292827049,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,195367894
293873603,Treatment type - Surgery,Select All That Apply,242103797,388069854
294308065,Please review the list below and tell us if it includes all of the addresses where you have lived for at least two years in the last 20 years. Address 4,Optional Multiple Choice,716117817,
294629316,"During the year(s) you were drinking, when you were up to age 17, about how often did you drink alcohol?",,965707586,633553324
294634899,Employer Country,,716117817,596318751
294735356,"Standard error, Mental health summary score",,601305072,
294886836,"In the 1 hour beforeyou donated your mouthwash (saliva) sample, did you chew gum?",Optional Multiple Choice,299215535,
295472931,Are you currently using combined oral estrogen plus progestin pill?,,745268907,
295693777,8-Seasonal Street number,,716117817,509553290
295732360,Physical Activity - Autogenerated Date/Time for Report First Viewed,,686238347,
295976386,Prostate,Optional Select All that Apply,726699695,173240848
296254034,Bicycle commute to past work,,716117817,311891586
296357383,Gonorrhea,Optional Select All that Apply,726699695,874709643
296694684,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,296694684
297016093,"t-score for depressive symptoms, PROMIS-29",,601305072,
297084062,About how many years ago did you last take statins/cholesterol or lipid lowering drugs?,,745268907,
297147359,Who requested the Refusal,,635994596,297147359
297462035,Date/time when payment given to participant- autogenerated or sent by site,,130371375,266600170
298170847,8-Seasonal Country,,716117817,509553290
299274441,Who withdrew consent,,635994596,299274441
299300933,"Child 1- How old is [CHILD INITIALS OR NICKNAME/your CHILD] today?, Number","Text Box Plus Check Box, Loops",726699695,640010727
299417266,What time did you go to sleep on the night before donating your samples? Select your answer from the drop-down list below.,Special Functions,299215535,
299553921,Serum Separator Tube 1,,360770860,
299631230,"Yes, I use my own personal device",Optional Select All that Apply,506648060,210120853
299722216,Amazon Fire Tablet,Optional Select All that Apply,506648060,731524314
299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),242103797,
300476868,"7-Seasonal Apartment, suite, unit, building, etc.",,716117817,133566757
300611347,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,716117817,195367894
300933270,2-Previous State/Province - Follow-up,,716117817,752101258
301052397,Are you currently using combined oral contraceptive pills?,,745268907,
301569492,Bag/Container/Thing 39,,948781977,
301686481,Diet Screener survey status flag,,515124081,
302947409,"In a usual week, how many showers or baths do you take in your home?",,716117817,
303089793,"Commuter rail, subway, metro - Thinking about the one-way trip from [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,716117817,532260562
303500597,Current City,,716117817,121490150
303566606,"If you would like to share more about why you aren't able to find everything you are looking for on MyConnect, you can do so here. [text box]",Text Box Plus Check Box,506648060,579939641
304155106,Trouble sleeping - How long experienced COV24A,Grid with Multiple Choice Sub-Questions,299215535,749956170
304326324,1-Seasonal State/Province,,716117817,376408004
304438543,Data Destruction Form Version,,635994596,
304643362,Somali,Optional Select All that Apply,726699695,976808005
304657762,"On days that you [smoke/smoked], how many cigarettes [do/did] you smoke per day? Please provide the number of cigarettes, not the number of packs.",,965707586,
304685106,Seasonal Address 9- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,716117817,304685106
304927036,Nolvadex (tamoxifen),,745268907,881200765
305312165,"On the days that you did high-intensity circuit training (such as P90x or Crossfit), about how much time per day did you spend doing this activity?",,745268907,
305769587,When did you first have a breast ultrasound?,Multiple Choice,369168474,
306092529,10-Seasonal Full Street name #1,,716117817,670316988
306320432,"How many days have you used chewing tobacco, snus, snuff, or dip  in your life?",,965707586,
306356124,"Taxicab (includes Uber, Lyft, or hired car)- Thinking about the one-way trip from [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,716117817,532260562
306739670,Flag for if Alternative address is an International address,,569151507,
306805272,5-Previous Street number,,716117817,113930886
307515427,Post Pan Employer Street number,,716117817,263959391
307736999,How old were you when you last used the other type of prescription hormone?,,745268907,
307813936,Did you complete the sample survey on MyConnect?,Optional Multiple Choice,506648060,
308012361,Box tracking number manually typed (one for each box),,948781977,
308286913,A shipyard,Optional Select All that Apply,726699695,700374192
308634850,Does your trip home usually take about the same amount of time as your trip to get to  [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address]?,,716117817,
308645635,Inflammatory Bowel Disease,Optional Select All that Apply,726699695,180961306
309189173,Collection Cup Leaked - Total Sample Loss - Home Collections,,377669767,633640710
309413330,Bag/Container/Thing 12,,948781977,
309461541,10-Previous City,,716117817,828766803
309710463,"In total, how many months or cycles did you take Nolvadex?",,745268907,
309925717,Full body MRI or CT. An MRI (Magnetic Resonance Imaging) or CT (CAT scan) of your body. Detailed pictures of the inside of your body were taken while you were laying down in an MRI or CT machine.,Select All That Apply,369168474,219076879
311569789,"Age last used - During the time you last smoked a tobacco pipe, did you smoke every day?",,965707586,
311580100,Autogenerated flag indicating whether full Social Security Number was given (i.e.  Whether SrvSS_SSN_v1r0 was populated),,166676176,
311724055,"Seasonal Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,636020848
311938392,I feel that people are around me but not with me,Nested,601305072,326712049
312250694,"Rectal Examination of Prostate. A healthcare provider inserted a gloved, lubricated finger into your rectum to feel the prostate and check for cancer or other problems.",Select All That Apply,369168474,465056475
313097539,Deviation - Outside of tube  contaminated,,299553921,248868659
313246521,"Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,934184033
313287837,I am satisfied with my ability to do things for my family,Nested,601305072,261177801
313341808,Bag/Container/Thing 4,,948781977,
313446770,The research team made me feel comfortable,"Optional Select All That Apply, DisplayIf in One or More Responses",506648060,960544981
313586037,10-Seasonal State/Province - Follow-up,,716117817,757983656
314198277,"Last spent time at this address, year",,716117817,975198123
314351052,Please choose the reason that fits best to describe why you have not completed the sample survey: Other: Please describe text box,Optional Multiple Choice with Text Box (text in text box),506648060,943119849
315032037,Autogenerated date/time when SSN Survey completed,,166676176,
315184598,When did you first have a breast MRI?,Multiple Choice,369168474,
315199788,When did you last have an endometrial biopsy?,Multiple Choice,369168474,
315356220,Motorcycle commute from work post pan,,716117817,799598595
316824786,Any specimen collected at RRL,,173836415,266600170
317194063,"Commuter rail, subway, metro - Thinking about the one-way trip from your home to [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,716117817,733638576
318130543,Alternate contact home phone,Multiple Text Boxes,332759827,285718391
318569032,How many months ago did you last smoke cigarettes?,,965707586,
318621931,Address 8- About how deep [is/was] your private well?,,716117817,
318641324,When did you last take antibiotic medicine?,Optional Multiple Choice,299215535,
319252189,"On days that you vaped cannabis when you were age [X / 18] to age [Y / 24], what is the total amount of time you vaped per day?",,965707586,
319397722,How many days have you smoked cannabis in your  life?,,965707586,
319440312,I find it embarrassing talking to a doctor about my symptoms.,,110511396,566579639
319871370,"Month- During that time, how many days (1 to 30) did you use chewing tobacco, snus, snuff, or dip  in a usual month?",,965707586,
320023644,NORC Case Number,,130371375,266600170
320303124,3-month Quality of Life (PROMIS) survey completion,,601305072,
321932473,"Seasonal Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,321932473
322479862,About how many years ago did you take Celebrex (celecoxib)?,,745268907,
322665488,Seasonal Address 5- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,716117817,322665488
323106499,Arthritis,,745268907,643807999
323177352,Squamous cell,Optional Select All that Apply,726699695,508846529
323512813,"Over the past three months, have you felt any physical pain on most days?",Optional Multiple Choice,726699695,
324416332,Guatemalan,,726699695,308014437
325229459,How many days have you used an electronic delivery device for vaping cannabis in your life?,,965707586,
325506683,Breast lift surgery (mastopexy),Optional Select All that Apply,726699695,517307064
325825550,Address 8- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,716117817,211740798
325879966,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use Other Please describe text box",,965707586,103566006
325919807,4-Previous Full Street name #2,,716117817,298296694
326604981,Filipino,Optional Select All that Apply,726699695,525535977
326825649,Another Connect participant,,214456996,142654897
327050687,"Month - During that time, did you ever smoke marijuana every day?",,965707586,
328149278,"t-score for anxiety, PROMIS-29",,601305072,
329423052,Address 9- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,190307069
329536041,Dental Bridge,Optional Select All that Apply,299215535,542661394
330163034,Post Pan Employer Full street name #1,,716117817,116032363
330492115,"Bicycle- Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",,716117817,135529881
331584571,Select visit from drop down menu,,123496044,
331787113,I do not want to provide information online,,883203566,706283025
333072838,"Now thinking about your entire life, did you ever use e-cigarettes or other vaping devices for nicotine or tobacco every day?",,965707586,
333362587,Did your usual one-way trip to [insert address from CURWORK1 - CURWORK3/this address] from your home involve travel on a local or neighborhood roadway? These usually have only one lane in each direction. An example is pictured.,,716117817,
333524031,Shipment Received - Site Shipment,,775188224,
333852852,Does your usual one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home involve travel on a major city or town roadway? These usually have two or more lanes and stoplights. An example is pictured.,,716117817,
334292580,"On days you were around other people's tobacco smoke in the past year in your home or work, about how many hours per day were you around it?",,965707586,
334491616,I have no comment,Text Box Plus Check Box,506648060,575160226
334956961,"How old is your father today?, Number",Text Box Plus Check Box,726699695,178774803
335054951,Bag/Container/Thing 27,,948781977,
335218615,How many days per week did you usually make the trip from your home to [insert address from PREWORK1 - PREWORK3/this address]?,,716117817,
335310651,Season Address 2-Please provide the following information:,,716117817,657986901
335435992,2-Previous Zip code,,716117817,828086036
335563082,Breast reconstruction surgery,Optional Select All that Apply,726699695,517307064
335767902,Autogenerated date/time First Signed-In,,883203566,
336505365,Abnormal Heart Rhythm (Arrhythmia),"Optional Select All that Apply, Displayif in One or More Responses",726699695,167101091
336596477,Syrian,Optional Select All that Apply,726699695,351657815
336810811,"On days that you consumed cannabis edibles, drinks, or capsules  when you were age [X / 18] to age [Y / 24], about how many servings did you have per day?",,965707586,
336856410,Feeling lightheaded or dizzy - How long experienced COV20A,Grid with Multiple Choice Sub-Questions,299215535,114280729
337088272,2-Previous Country,,716117817,828086036
337485417,Place of Birth - State,,332759827,
337574535,Address 11- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,337574535
337810964,"In the past year, about how often were you around tobacco smoke from other people  smoking in your home or at work?",,965707586,
338020179,"Sibling 1- How old was [SIBLING INITIALS OR NICKNAME/your sibling] when they died?, Number","Text Box Plus Check Box, Loops",726699695,537137982
338286049,Not Collected - Details (Optional),,299553921,
338467033,"Over the past 12 months, did you drink alcohol?",,965707586,
338570265,Additional notes on Collection,,360770860,
338613869,Not able to return to work or school - Since your diagnosis,Grid with Multiple Choice Sub-Questions,299215535,136730307
338914506,"Month- During that time, how many days (1 to 30) did you smoke a hookah or water pipe in a usual month?",,965707586,
338924834,"On a scale of 1 to 10, where 1 means a little pain and 10 means a lot of pain, how would you rate your physical pain?",Optional Multiple Choice,726699695,
339142996,"Did you ever have an oral biopsy? (In a biopsy, a small amount of oral tissue or cells are removed and then looked at under a microscope to check for cancer or other problems.)",Multiple Choice,369168474,
339570897,When did you last have a professional dental cleaning by a dentist or hygienist?,Optional Multiple Choice,299215535,
339946103,"Car, van, or truck (includes carpools or van pools) commute from work post pan",,716117817,799598595
340854069,Height feet,Multiple Text Boxes,726699695,114314839
340877879,Seasonal Address 6- About how deep [is/was] your private well?,,716117817,867096017
341570479,Sent Clinical Blood accession ID,,173836415,266600170
341636034,Autogenerated date/time that can be used to track kit age/lifecycle and is assigned to the kit when the kit is assembled,,377669767,
342677547,"In the past 20 years, (that is, since [insert number calculated from CURRENT YEAR - 20]), have you spent a total of 24 months or more in a seasonal or vacation home in the U.S.?",,716117817,
342735868,Tubal blockage,,745268907,548355426
343048998,Autogenerated date/time check-out complete,,331584571,266600170
343406242,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from your home to [insert address from PREWORK1 - PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation?",,716117817,968388901
344573484,Are you currently using birth control patch?,,745268907,
344583659,"How many months ago did you last use chewing tobacco, snus, snuff, or dip?",,965707586,
344631681,"When was the last time you used chewing tobacco, snus, snuff, or dip?",,965707586,
345457702,How often do you usually apply sunscreen when you go out in the sun for one hour or more?,,965707586,
345545422,What is the date of diagnosis identified through RCA?,,637153953,
345861266,Tongan,Optional Select All that Apply,726699695,115616118
345916806,Martial Arts (such as Karate or Judo),,745268907,517976064
347614743,I have received too many contacts from the study,,883203566,706283025
347860896,Has a doctor or other health professional ever told you that you have or had clinical depression?,Optional Multiple Choice,726699695,
348049244,4-Previous State/Province - Follow-up,,716117817,212343294
348474836,Firebase authentication phone,,705748897,
348817644,"8-Seasonal Review 8- In the past 20 years, (that is, since [insert number calculated from CURRENT YEAR - 20]), have you spent a total of 24 months or more in a seasonal or vacation home in the U.S.?",,716117817,
349034127,Vaping an electronic delivery device (such as vape pens or pod-mods).,,965707586,830608495
349510816,"On days that you dabbed THC concentrates when you were age [X] to age [Y / 17], about how many servings did you have per day?",,965707586,
349659426,"In the last month, how often did you use alcohol-based mouthwash (such as Scope® or LISTERINE®)?",Optional Multiple Choice,299215535,
350251057,"Overall, how would you rate the health of your teeth and gums?",Optional Multiple Choice,299215535,
350996955,GitHub/Survey Version for Cancer Screening History,,369168474,
351069956,2-Seasonal Full Street name #2,,716117817,509526051
351319555,1-Seasonal Full Street name #1,,716117817,200086909
351360037,Number of Verified per Week,,581036703,
351559015,6-Previous Street number,,716117817,809728747
351559021,8-Previous City,,716117817,537011756
352237976,"Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,726654963
352531133,"During the season[s] in the past 12 months that you did home repairs (such as painting, plumbing, or replacing carpeting), about how often did you do these chores outside of work?",,745268907,
352891568,I do not like to do things online- Refusal,,861315814,
352986465,How many freckles do you have  on your back and shoulders now? Please see the pictures below for examples.,,965707586,
352996056,All future samples,,861315814,685002411
353467497,"In the last month, how often did you use a water-based flosser or pick/jet?",Optional Multiple Choice,299215535,
353889236,How many times have you had a pap test?,Multiple Choice,369168474,
354508982,"Yes, I used my own device provided by my employer",Optional Select All that Apply,506648060,649713579
354550061,Sitting quietly after a lunch that did not include alcohol,,745268907,981441822
354833686,1-Seasonal Zip code - Follow-up,,716117817,173413183
354980163,"On [workdays/most days], do you wake up before the alarm rings?",,745268907,
355689185,How many days have you dabbed THC concentrates in your  life?,,965707586,
356470028,"On days that you [smoke/smoked], what is the total amount of time you [smoke/smoked] a hookah or water pipe per day?",,965707586,
356969766,How old were you when you first used other progestin-only medication?,,745268907,
357218702,Bag/Container/Thing 13,,948781977,
357462273,Trouble sleeping - Since beginning of 2020 COV23B,Grid with Multiple Choice Sub-Questions,299215535,857165713
358413399,Android,Optional Select All that Apply,506648060,470013848
359025642,"Chronic lung disease (Emphysema, Chronic Bronchitis, or Chronic Obstructive Pulmonary Disease (COPD))",Optional Select All that Apply,726699695,894259747
359066098,Why [do/did] you vape cannabis?,,965707586,268240612
359404406,Data destruction request signed,,635994596,
359443374,"During each of these age ranges, how many people in your household smoked tobacco (such as cigarettes, cigars, or pipes) in your presence? Please do not include yourself.                      Birth to 5 years of age",,965707586,252017075
360277949,How old were you when you last used e-cigarettes or other vaping devices for nicotine or tobacco?,,965707586,
360678252,"How many teeth have you lost for reasons other than tooth decay or disease, or accident or injury? Do not include tooth crowns or wisdom teeth.",Optional Multiple Choice,299215535,
361835532,I felt helpless,Nested,601305072,715048033
362882148,Community spaces,Select all that apply,312845734,769359476
363026564,I do not want to give biological samples,,883203566,706283025
363036517,"Bus or streetcar/trolley, light rail/trolley, light rail commute from work post pan",,716117817,799598595
363377579,"Age last used- During that time, how many days (1 to 30) did you smoke a combination of cannabis with tobacco in a usual month?",,965707586,
363747463,"Commuter rail, subway, metro commute to work post pan",,716117817,421586693
364303962,"In a usual week, about how often do you use tap water from your home to make any other beverages or soup? We are interested in all tap water, whether or not it has been filtered or treated.",,716117817,364303962
364857371,"Taxicab (includes Uber, Lyft, or hired car) commute from work post pan",,716117817,799598595
364983714,Response Ratio - Proportion of Rerified among Invited,,581036703,
365370279,"On days that you smoked when you were age [X / 50] to age [Y / 59 / current age], about how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,965707586,
365685000,Partial Denture,Optional Select All that Apply,299215535,542661394
365851428,Which one of these female figures most closely resembles your hair pattern at age 40?,"Optional Multiple Choice, Figures (with radio button to select one)",726699695,
366142560,Season Address 3-Please provide the following information:,,716117817,564684946
366239843,I had too many other things to worry about.,,110511396,396637804
366295286,Who Requested the Refusal/Withdrawal- Other (specify):,,635994596,297147359
366972678,"When was the [first/2nd/3rd/etc.] time you had COVID-19? If you are not sure, please make your best guess. Year","Multiple Text Boxes, Loops",299215535,980800222
366980310,"The  [first/2nd/3rd/etc.] time you had COVID-19, did you test positive?","Optional Multiple Choice, Loops",299215535,
367374606,Is your biological father still living?,Optional Multiple Choice,726699695,
367462243,Ilocano,Optional Select All that Apply,726699695,588212264
367684056,8-Seasonal City,,716117817,509553290
367747257,Stuffy nose (nasal congestion),"Optional Select All that Apply, Loops",299215535,705336878
367803647,What is the highest level of school that you have completed?,,726699695,367803647
368486703,1-Previous Country,,716117817,574985342
368595692,When was the last time you took over-the-counter H2 receptor blockers?,,745268907,
368669706,Trouble paying attention - How long experienced COV20A,Grid with Multiple Choice Sub-Questions,299215535,114280729
368715875,Are you still experiencing [piped response from SrvBlU_COV23B8Desc_v1r0/these other symptoms]?,"Optional Multiple Choice, Displayif and Piped text",299215535,
368973683,Bicycle commute from past work,,716117817,251048648
370227545,"t-score for pain interference, PROMIS-29",,601305072,
370253256,"On days that you smoked a hookah or water pipe  when you were age [X / 50] to age [Y / 59 / current age], what is the total amount of time you smoked per day?",,965707586,
370352501,How many months ago did you last dab THC concentrates?,,965707586,
370798456,How old were you when you last used hormonal IUD?,,745268907,
370901901,What brand and model of device [do/did] you use most often?,,965707586,
370923702,"Sleep apnea (or Obstructive Sleep Apnea, OSA)",,745268907,479628567
371067537,Date of Birth - Derived,,332759827,
371176229,How many years ago did you last take metformin?,,745268907,
371303487,Autogenerated Date/Time stamp for when user profile is updated,,569151507,
371456538,Number of Invitations per Week,,581036703,
371531887,Surf or bodyboard,,745268907,517976064
371588177,"Previous Employer Apartment, suite, unit, building, etc.",Mulitple Text Boxes,716117817,992180692
372219003,Serophene,,745268907,881200765
372303208,I am worried that my information will be used by others to make a profit - Refusal,,861315814,
372398512,"Month- During that time, how many days (1 to 30) did you smoke marijuana in a usual month?",,965707586,
372457715,"When you last had a mammogram, what type of mammogram did you have?",Multiple Choice,369168474,
372993567,"Mining, quarrying, and oil and gas extraction",Optional Select All that Apply,726699695,700374192
374567479,Loss of taste or smell - How long experienced COV20A,Grid with Multiple Choice Sub-Questions,299215535,114280729
374639590,"Thinking of your job in 2019, did your daily tasks include driving (such as a sales representative, courier, bus driver, or truck driver)?",,716117817,
374953179,Pills per day prescription proton pump inhibitors,,745268907,753610471
375227733,"On days that you dabbed THC concentrates when you were age [X / 18] to age [Y / 24], about how many servings did you have per day?",,965707586,
375662706,When did you first have an oral biopsy?,Multiple Choice,369168474,
376309404,Cumulative Number of Invitations,,581036703,
376720409,About how many years did you take naproxen?,,745268907,
376960806,Serum Separator Tube 3,,360770860,
377064836,Why [do/did] you smoke cannabis?,,965707586,377064836
377633816,I do not want to participate in research,,883203566,706283025
378572291,About how many years did you take over-the-counter proton pump inhibitors?,,745268907,
378892977,Which of these best describes the type of ovary removal surgery that you had?,Optional Multiple Choice,726699695,
378921620,Are you currently using the other type of estrogen-only medication?,,745268907,
378988419,"How old is your mother today?, Number",Text Box Plus Check Box,726699695,354326265
379080287,Enter your Pin number,,214456996,
379093069,Nigerian,Optional Select All that Apply,726699695,976808005
379252329,Kit Type,,266600170,319972665
379754686,Seasonal Address 1- What year did you first spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?,,716117817,
379851141,Ice cream or other frozen yogurt (1 serving),Nested,515124081,916948380
379899229,Alternative address zip,Multiple Text Boxes,569151507,857915436
380275309,First blood transfusion age,Or (xor=) Question (either/or text boxes without radio button),726699695,406011084
380583570,Tunisian,Optional Select All that Apply,726699695,351657815
380603392,Have you had a menstrual period in the last 12 months? Please do not consider breakthrough bleeding (also known as spotting) as part of the menstrual period.,Required Multiple Choice,299215535,
380975443,How much did pain interfere with your ability to participate in social activities?,Nested,601305072,420560514
381268397,"On days that you smoked when you were age [X] to age [Y / 17], about how many times did you smoke a combination of cannabis with tobacco per day?",,965707586,
381509125,I do not want to provide access to medical history information or diagnoses,,883203566,706283025
381749264,Polish,Optional Select All that Apply,726699695,797626610
382789932,Date/Time Uterine Cancer Diagnosis Submitted,,242103797,
383001913,Address 6- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,665978055
383015037,"Home repair (such as painting, plumbing, or replacing carpeting)",,745268907,204421360
383748300,"On days that you smoked when you were age [X / 30] to age [Y / 39 / current age], about how many times did you smoke a combination of cannabis with tobacco per day?",,965707586,
384247618,Please pick the option that best describes why you have not had a menstrual period in the past 12 months:,,745268907,614145455
384403974,7-Seasonal City,,716117817,133566757
384562783,What was the natural color of your hair at age 20?,,965707586,
384576626,Place of Birth - Country,,332759827,
385095107,Enter the treatment facility or hospital address – Zip/Postal Code,,242103797,
385490512,"Now thinking about your entire life, did you ever smoke a tobacco pipe every day?",,965707586,
385583361,Please review the list below and tell us if it includes all of the addresses where you have lived for at least two years in the last 20 years. Address 5,Optional Multiple Choice,716117817,
385609081,"Taxicab (includes Uber, Lyft, or hired car) commute to work post pan",,716117817,421586693
386152189,Bleeding after menopause,,745268907,547633480
386252749,Phone,Optional Select All that Apply,506648060,145727599
386487941,Address 7- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,386487941
386488297,"Autogenerated date/time stamp for Start of Module Smoking, Alcohol, and Sun Exposure",,965707586,
